DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.991,284.063137,0.0018,-0.0018,200.83619,0.00336,-0.00336,0.888,0.065,-0.015,8.297,0.55,-0.55,1630.0,49.6,-49.6,6.36,0.99,-1.22,321.0,2.51,1.13,-0.98,53.5,2.0,5791.0,117.0,-105.0,4.185,0.182,-0.098,1.336,0.209,-0.256,289.34143,46.988239,13.929,1,2
0.979,29.3493852,0.000176,-0.000176,148.46564,0.00461,-0.00461,0.75,0.048,-0.523,4.313,0.156,-0.156,659.0,36.6,-36.6,2.02,0.22,-0.16,451.0,9.81,3.8,-2.38,20.3,1.0,4987.0,151.0,-136.0,4.613,0.032,-0.063,0.722,0.079,-0.058,285.83047,43.198391,15.689,1,2
1.0,8.27745764,4.61e-05,-4.61e-05,138.25667,0.00471,-0.00471,0.261,0.188,-0.261,2.713,0.138,-0.138,197.0,13.4,-13.4,2.46,1.26,-1.53,1088.0,331.35,518.86,-289.3,17.3,1.0,5129.0,153.0,-138.0,3.884,0.707,-0.303,1.781,0.909,-1.111,297.02109,41.377171,13.115,1,1
0.0,0.776950288,2.03e-06,-2.03e-06,132.0396,0.00246,-0.00246,0.047,0.405,-0.047,1.288,0.0605,-0.0605,396.0,18.6,-18.6,1.72,0.52,-0.17,1882.0,2974.07,2726.23,-888.99,25.8,1.0,5861.0,186.0,-206.0,4.546,0.036,-0.204,0.865,0.26,-0.087,292.67294,38.58997,15.832,0,0
0.0,0.945829261,5.18e-06,-5.18e-06,132.09286,0.00461,-0.00461,0.326,0.15,-0.326,1.715,0.124,-0.124,98.2,7.7,-7.7,0.86,0.21,-0.07,1790.0,2433.01,1748.46,-637.83,15.1,1.0,5959.0,160.0,-178.0,4.546,0.042,-0.168,0.859,0.209,-0.075,292.01379,42.28875,15.263,0,0
0.738,105.3582299,0.000525,-0.000525,138.68069,0.00327,-0.00327,0.75,0.196,-0.511,3.81,0.137,-0.137,1210.0,56.1,-56.1,1.87,0.13,-0.17,204.0,0.41,0.09,-0.1,22.6,2.0,3883.0,69.0,-93.0,4.762,0.04,-0.036,0.496,0.036,-0.044,297.50986,46.961262,15.157,1,2
0.025,58.4302648,0.000391,-0.000391,168.30179,0.00534,-0.00534,0.948,0.122,-0.053,7.18,0.521,-0.521,1850.0,90.1,-90.1,3.45,0.26,-0.34,300.0,1.91,0.54,-0.54,34.1,1.0,4338.0,118.0,-131.0,4.643,0.056,-0.024,0.609,0.045,-0.061,299.62198,41.212509,14.782,0,0
0.894,64.617518,0.000194,-0.000194,166.14425,0.00236,-0.00236,0.9,0.018,-0.064,5.796,0.235,-0.235,2490.0,50.2,-50.2,5.4,0.55,-0.61,383.0,5.09,1.94,-1.53,61.9,1.0,5043.0,164.0,-149.0,4.47,0.104,-0.095,0.881,0.09,-0.099,297.01483,47.486431,15.332,1,1
0.955,50.6985408,0.000266,-0.000266,141.31813,0.00367,-0.00367,0.137,0.281,-0.137,5.972,0.12,-0.12,611.0,21.3,-21.3,3.58,0.57,-0.7,595.0,29.58,12.42,-11.42,30.1,2.0,5876.0,79.0,-79.0,4.151,0.162,-0.108,1.456,0.233,-0.284,296.4986,46.57724,14.615,1,2
0.999,11.29689442,6.91e-05,-6.91e-05,134.57233,0.0053,-0.0053,0.634,0.274,-0.41,4.623,0.149,-0.149,199.0,10.9,-10.9,1.74,0.28,-0.15,907.0,160.18,67.36,-33.88,20.9,1.0,6096.0,79.0,-85.0,4.358,0.063,-0.117,1.176,0.19,-0.102,295.05429,42.75684,14.788,1,2
0.0,9.8338474,0.000165,-0.000165,132.5363,0.0175,-0.0175,0.733,0.202,-0.508,14.585,0.439,-0.439,57.6,2.7,-2.7,0.98,0.15,-0.12,946.0,188.78,74.85,-51.21,23.8,1.0,5929.0,71.0,-79.0,4.308,0.121,-0.11,1.202,0.185,-0.148,286.83151,49.18824,12.792,0,0
0.0,0.592562969,6.69e-07,-6.69e-07,131.9017,0.00107,-0.00107,1.252,0.244,-0.168,3.0869,0.05,-0.05,1550.0,18.6,-18.6,25.97,6.84,-2.3,1967.0,3520.7,2807.79,-961.89,100.4,1.0,5728.0,172.0,-189.0,4.575,0.033,-0.176,0.804,0.212,-0.071,291.91415,37.807819,15.784,0,0
0.943,92.436978,0.00104,-0.00104,163.5794,0.0108,-0.0108,0.943,0.025,-0.659,6.432,0.302,-0.302,955.0,60.4,-60.4,2.89,0.59,-0.25,348.0,3.46,2.16,-0.9,17.8,1.0,5595.0,167.0,-167.0,4.606,0.034,-0.127,0.741,0.149,-0.064,295.69357,42.609509,15.449,1,2
0.041,0.512581525,2.2e-08,-2.2e-08,131.781117,3.53e-05,-3.53e-05,0.505,0.014,-0.017,2.54719,0.0029,-0.0029,384000.0,291.0,-291.0,42.41,3.72,-3.37,1541.0,1339.86,442.39,-333.51,1583.7,1.0,4612.0,137.0,-137.0,4.648,0.052,-0.032,0.604,0.053,-0.048,295.46451,46.016998,14.884,0,0
0.955,18.9060921,0.000236,-0.000236,140.82932,0.00989,-0.00989,0.004,0.446,-0.004,4.125,0.315,-0.315,376.0,36.5,-36.5,0.87,0.16,-0.21,336.0,3.03,2.29,-1.67,11.9,2.0,3751.0,219.0,-219.0,4.813,0.104,-0.085,0.45,0.082,-0.11,287.05453,45.18037,15.931,1,1
0.0,2.97586085,6e-05,-6e-05,133.0352,0.0212,-0.0212,0.117,0.335,-0.117,4.513,0.799,-0.799,106.0,13.9,-13.9,0.85,0.18,-0.1,1135.0,392.05,252.98,-119.04,9.1,1.0,5481.0,166.0,-166.0,4.508,0.074,-0.137,0.835,0.174,-0.094,290.16632,38.47644,15.669,0,0
1.0,5.18560081,2.08e-05,-2.08e-05,132.32455,0.00322,-0.00322,0.012,0.424,-0.012,4.054,0.097,-0.097,253.0,10.0,-10.0,2.34,0.47,-0.4,1314.0,705.79,368.41,-243.79,27.6,1.0,6172.0,74.0,-86.0,4.198,0.13,-0.13,1.471,0.301,-0.247,297.47711,39.877239,14.806,1,2
0.378,7.972510087,3.65e-06,-3.65e-06,171.585057,0.000358,-0.000358,0.739,0.043,-0.11,2.9754,0.0569,-0.0569,3140.0,18.8,-18.8,3.22,0.19,-0.21,497.0,14.45,3.12,-2.91,206.7,1.0,3912.0,78.0,-86.0,4.728,0.03,-0.033,0.533,0.032,-0.035,292.50339,43.083149,13.822,1,2
1.0,2.382951591,2.81e-06,-2.81e-06,135.080841,0.000981,-0.000981,0.479,0.416,-0.311,1.8876,0.0297,-0.0297,392.0,10.4,-10.4,1.86,0.21,-0.13,1253.0,583.01,196.96,-121.98,41.4,4.0,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158,1,2
0.0,18.9257333,0.000219,-0.000219,145.5267,0.0107,-0.0107,1.155,70.05,-2.458,6.149,0.58,-0.58,189.0,14.4,-14.4,16.74,4.08,-2.73,639.0,39.47,29.22,-14.65,16.2,1.0,5455.0,162.0,-146.0,4.421,0.153,-0.204,0.909,0.222,-0.148,281.18024,46.929901,13.857,0,0
0.0,7.51514595,4.55e-07,-4.55e-07,138.0800379,5.03e-05,-5.03e-05,0.84,0.166,-0.016,3.54486,0.00233,-0.00233,117000.0,52.6,-52.6,35.8,5.71,-4.29,842.0,118.99,60.88,-36.23,1676.8,1.0,5624.0,167.0,-150.0,4.516,0.105,-0.105,0.777,0.124,-0.093,287.94138,46.58239,13.711,0,0
1.0,15.95541913,5.1e-05,-5.1e-05,143.30236,0.00263,-0.00263,0.314,0.126,-0.314,3.9851,0.0788,-0.0788,763.0,20.9,-20.9,2.18,0.07,-0.15,573.0,25.54,3.59,-4.96,39.0,1.0,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.805,0.028,-0.056,288.44739,44.801682,15.261,1,2
0.0,2.178142613,6.47e-06,-6.47e-06,132.03328,0.0022,-0.0022,0.468,0.058,-0.414,0.906,0.0966,-0.0966,173.0,15.8,-15.8,1.22,0.34,-0.11,1452.0,1050.06,843.82,-283.12,16.1,1.0,6290.0,171.0,-190.0,4.527,0.034,-0.195,0.898,0.245,-0.082,288.14877,46.196911,14.652,0,0
0.0,0.566812588,5.55e-06,-5.55e-06,131.79719,0.00855,-0.00855,0.079,0.406,-0.079,3.596,0.249,-0.249,17.1,1.5,-1.5,0.71,0.14,-0.23,3089.0,21653.56,12505.91,-12880.18,17.5,1.0,6194.0,167.0,-167.0,3.971,0.287,-0.123,1.718,0.328,-0.563,291.5907,42.669891,12.756,0,0
0.0,601.13797,0.0406,-0.0406,226.686,0.0515,-0.0515,0.057,0.413,-0.056,15.26,1.6,-1.6,173.0,19.4,-19.4,1.81,0.46,-0.56,254.0,0.99,0.76,-0.58,9.9,1.0,5786.0,173.0,-190.0,4.155,0.293,-0.158,1.388,0.353,-0.431,287.96262,43.132195,13.17,0,0
1.0,1.847892736,2.46e-06,-2.46e-06,132.19915,0.00106,-0.00106,0.036,0.386,-0.036,1.8904,0.0359,-0.0359,323.0,7.3,-7.3,1.51,0.35,-0.15,1374.0,843.8,574.04,-224.12,53.3,1.0,5763.0,138.0,-155.0,4.557,0.042,-0.168,0.842,0.199,-0.08,289.84323,52.07016,14.216,1,2
1.0,5.40426917,1.18e-05,-1.18e-05,172.18553,0.00173,-0.00173,0.229,0.224,-0.229,2.5315,0.06,-0.06,861.0,23.0,-23.0,2.85,0.89,-0.3,1073.0,312.93,289.85,-91.85,40.5,1.0,6122.0,169.0,-190.0,4.487,0.052,-0.208,0.964,0.303,-0.101,290.84906,48.416012,14.697,1,2
1.0,3.770590654,7.99e-06,-7.99e-06,133.39088,0.00177,-0.00177,0.24,0.219,-0.24,2.029,0.0554,-0.0554,314.0,10.1,-10.1,2.13,0.34,-0.34,1272.0,619.65,259.66,-205.29,37.1,1.0,5714.0,77.0,-77.0,4.274,0.156,-0.104,1.208,0.193,-0.193,291.91281,41.533611,14.668,1,2
0.988,11.30507984,6.93e-05,-6.93e-05,138.13638,0.00509,-0.00509,0.195,0.264,-0.195,3.989,0.157,-0.157,278.0,16.4,-16.4,1.4,0.39,-0.13,744.0,72.67,58.79,-20.24,19.5,1.0,5705.0,152.0,-186.0,4.556,0.034,-0.195,0.844,0.233,-0.078,290.25964,45.388409,15.152,1,1
0.976,81.0637895,0.000408,-0.000408,139.53492,0.0043,-0.0043,0.584,0.36,-0.379,3.001,0.126,-0.126,476.0,26.0,-26.0,3.01,0.56,-0.46,511.0,16.12,8.24,-5.53,19.4,4.0,6198.0,111.0,-136.0,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914,1,2
1.0,3.311864148,3.55e-07,-3.55e-07,131.7427761,8.65e-05,-8.65e-05,0.905,0.005,-0.007,1.4049,0.0139,-0.0139,5980.0,24.2,-24.2,9.06,1.16,-0.33,1116.0,365.94,125.14,-46.03,448.2,1.0,5461.0,73.0,-82.0,4.499,0.023,-0.12,0.937,0.12,-0.034,298.62488,48.57745,14.256,1,2
0.999,8.92114318,7.24e-05,-7.24e-05,137.49071,0.00632,-0.00632,0.12,0.336,-0.12,3.933,0.183,-0.183,111.0,7.8,-7.8,1.27,0.22,-0.2,1006.0,241.79,118.34,-84.66,15.3,4.0,6052.0,121.0,-133.0,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268,1,2
0.995,20.4853893,0.000317,-0.000317,146.9183,0.0118,-0.0118,0.834,0.123,-0.57,10.229,0.314,-0.314,89.5,5.4,-5.4,3.6,0.67,-0.6,1015.0,251.16,121.29,-87.29,17.9,2.0,4938.0,69.0,-79.0,3.45,0.143,-0.13,3.324,0.613,-0.551,290.62183,51.057301,13.007,1,2
0.982,234.240739,0.00401,-0.00401,210.8122,0.0106,-0.0106,0.944,0.022,-0.655,12.925,0.491,-0.491,464.0,19.1,-19.1,3.41,0.57,-0.57,329.0,2.77,1.22,-0.95,27.7,1.0,5814.0,78.0,-78.0,4.269,0.137,-0.112,1.248,0.209,-0.209,286.94971,45.353828,13.685,1,2
1.0,2.10433534,4.47e-06,-4.47e-06,133.31612,0.00173,-0.00173,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,242.0,15.0,-15.0,0.79,0.11,-0.08,662.0,45.34,17.7,-12.75,20.7,1.0,3605.0,71.0,-85.0,4.837,0.038,-0.071,0.433,0.058,-0.048,285.92889,38.520981,14.488,1,2
0.0,214.715417,0.00143,-0.00143,275.49823,0.00553,-0.00553,0.981,0.156,-0.054,34.146,0.536,-0.536,5210.0,43.0,-43.0,71.79,15.1,-22.6,602.0,31.0,18.08,-17.67,161.3,1.0,5022.0,100.0,-110.0,3.06,0.24,-0.16,5.826,1.221,-1.832,287.76627,42.32272,12.391,0,0
0.0,262.71162,0.0216,-0.0216,134.3692,0.0903,-0.0903,0.019,0.437,-0.019,7.72,1.4,-1.4,1450.0,264.0,-264.0,3.69,1.05,-0.61,272.0,1.29,1.14,-0.5,7.0,1.0,5398.0,187.0,-168.0,4.375,0.171,-0.209,0.99,0.281,-0.164,290.31512,37.742451,16.546,0,0
0.999,2.7073064,8.96e-06,-8.96e-06,132.43068,0.00255,-0.00255,0.007,0.436,-0.007,3.4378,0.0761,-0.0761,69.5,2.5,-2.5,1.36,0.23,-0.32,1709.0,2012.12,982.26,-922.02,31.7,1.0,6045.0,121.0,-134.0,4.069,0.188,-0.101,1.629,0.281,-0.375,289.23337,49.938931,11.894,1,2
0.0,4.18224416,5.12e-05,-5.12e-05,134.0885,0.0117,-0.0117,0.99,0.023,-0.758,6.209,0.208,-0.208,57.2,4.3,-4.3,1.07,0.31,-0.16,1206.0,500.7,414.84,-181.91,13.8,1.0,6057.0,163.0,-181.0,4.392,0.128,-0.192,0.999,0.282,-0.152,284.87558,40.984428,13.732,0,0
1.0,21.22261195,2.91e-05,-2.91e-05,137.57403,0.00113,-0.00113,0.02,0.378,-0.02,6.5093,0.042,-0.042,366.0,3.5,-3.5,2.48,0.11,-0.11,771.0,83.56,12.04,-10.86,114.9,2.0,5945.0,71.0,-71.0,4.213,0.033,-0.027,1.302,0.058,-0.058,290.39273,40.28487,12.365,1,2
0.0,2.62387291,1.31e-07,-1.31e-07,134.0049825,4.13e-05,-4.13e-05,0.49,0.004,-0.003,4.61248,0.00147,-0.00147,232000.0,131.0,-131.0,74.23,22.7,-15.2,1790.0,2430.91,2202.4,-1115.65,2607.6,1.0,6728.0,189.0,-260.0,4.206,0.149,-0.182,1.46,0.447,-0.298,299.82968,44.040359,13.7,0,0
1.0,2.46050095,1.17e-05,-1.17e-05,133.61605,0.00404,-0.00404,0.052,0.414,-0.052,1.861,0.126,-0.126,277.0,20.1,-20.1,1.03,0.09,-0.09,969.0,208.54,76.18,-58.96,16.7,1.0,4811.0,174.0,-174.0,4.626,0.058,-0.036,0.634,0.056,-0.056,289.69748,43.372089,15.245,1,2
0.0,4.318726936,8.68e-07,-8.68e-07,131.605675,0.000172,-0.000172,0.867,0.41,-0.058,2.67349,0.00993,-0.00993,59400.0,181.0,-181.0,29.74,9.15,-3.05,1091.0,334.31,308.93,-98.65,394.4,1.0,5896.0,176.0,-193.0,4.518,0.05,-0.213,0.916,0.282,-0.094,296.09506,39.055439,15.69,0,0
0.999,6.78341325,2.39e-05,-2.39e-05,136.10468,0.00307,-0.00307,0.665,0.258,-0.431,3.5437,0.0785,-0.0785,501.0,14.9,-14.9,20.75,7.85,-2.62,2628.0,11295.61,11495.77,-2976.92,35.3,1.0,5096.0,77.0,-46.0,2.435,0.117,-0.143,8.769,3.319,-1.106,292.95416,41.934799,15.357,1,1
0.635,13.1538409,0.000527,-0.000527,143.31,0.0307,-0.0307,0.39,0.06,-0.39,11.56,1.1,-1.1,105.0,12.0,-12.0,1.03,0.31,-0.18,750.0,74.8,67.02,-29.6,10.6,1.0,5443.0,164.0,-164.0,4.36,0.175,-0.214,1.008,0.3,-0.175,285.63681,49.009109,15.007,1,1
0.0,10.4212788,0.000319,-0.000319,140.6517,0.0239,-0.0239,1.151,0.222,-0.862,28.4832,0.0,0.0,148.0,5.3,-5.3,36.9,7.8,-11.7,1235.0,549.92,358.49,-322.85,31.0,1.0,6183.0,186.0,-186.0,3.908,0.285,-0.114,2.073,0.438,-0.657,299.53748,44.71151,12.556,0,0
1.0,14.48584765,2.48e-05,-2.48e-05,175.00624,0.00135,-0.00135,0.93,0.019,-0.65,3.1365,0.0929,-0.0929,457.0,10.0,-10.0,2.88,0.45,-0.37,784.0,89.16,38.95,-26.66,52.2,1.0,5784.0,104.0,-116.0,4.352,0.115,-0.115,1.085,0.17,-0.139,288.69864,39.70829,13.946,1,2
0.0,623.005238,0.000145,-0.000145,201.386299,0.000179,-0.000179,0.895,0.033,-0.027,23.5615,0.0133,-0.0133,140000.0,69.4,-69.4,66.64,18.5,-12.3,229.0,0.64,0.54,-0.26,2386.6,2.0,5689.0,171.0,-171.0,4.299,0.17,-0.187,1.207,0.335,-0.223,297.48386,39.63649,14.023,0,0
0.982,16.8600805,0.00013,-0.00013,139.84916,0.00662,-0.00662,0.682,0.255,-0.47,5.557,0.174,-0.174,273.0,14.0,-14.0,1.71,0.47,-0.24,765.0,80.9,68.23,-28.8,22.4,1.0,6205.0,197.0,-219.0,4.419,0.101,-0.188,0.973,0.268,-0.134,295.88751,43.156059,14.989,1,2
0.965,6.49441464,3.13e-05,-3.13e-05,132.25189,0.00376,-0.00376,0.911,0.025,-0.707,2.344,0.103,-0.103,357.0,23.6,-23.6,1.75,0.12,-0.17,732.0,68.05,18.62,-18.1,17.7,1.0,4769.0,141.0,-127.0,4.557,0.065,-0.03,0.742,0.048,-0.071,284.58578,47.079529,15.602,1,2
0.0,1.112207126,5.83e-06,-5.83e-06,131.8505,0.00459,-0.00459,0.402,0.038,-0.402,1.35,0.143,-0.143,54.7,5.4,-5.4,0.73,0.23,-0.07,1797.0,2467.09,2229.27,-707.62,13.0,1.0,6046.0,162.0,-180.0,4.486,0.052,-0.208,0.972,0.3,-0.1,291.5321,50.681599,13.823,0,0
0.193,7.03380109,2.47e-05,-2.47e-05,174.15772,0.00261,-0.00261,0.861,0.003,-0.597,6.4185,0.0689,-0.0689,139.0,3.4,-3.4,2.61,0.53,-0.79,1320.0,718.45,446.21,-415.44,46.7,1.0,6122.0,181.0,-217.0,4.019,0.234,-0.126,1.934,0.389,-0.584,284.88037,45.134621,13.357,0,0
0.886,12.85755895,9.5e-05,-9.5e-05,141.85597,0.00641,-0.00641,0.55,0.033,-0.457,4.831,0.188,-0.188,107.0,8.5,-8.5,1.23,0.19,-0.21,860.0,129.15,52.29,-44.62,14.2,1.0,5860.0,79.0,-79.0,4.276,0.162,-0.108,1.156,0.178,-0.195,294.30099,39.519058,13.821,1,1
0.0,0.786483923,1.64e-06,-1.64e-06,131.84261,0.00213,-0.00213,1.139,0.128,-0.076,7.035,0.182,-0.182,233.0,3.1,-3.1,21.66,6.61,-4.41,2408.0,7999.91,6974.52,-3562.0,104.2,1.0,6315.0,151.0,-208.0,4.258,0.153,-0.187,1.282,0.391,-0.261,297.56628,48.288342,13.504,0,0
0.175,331.55459,0.0138,-0.0138,237.2754,0.0361,-0.0361,0.001,0.453,-0.001,5.35,1.3,-1.3,289.0,48.2,-48.2,1.36,0.32,-0.11,240.0,0.78,0.56,-0.19,6.7,1.0,5762.0,155.0,-155.0,4.576,0.04,-0.16,0.801,0.193,-0.064,286.04395,38.708801,14.066,1,1
1.0,3.375716723,9.06e-06,-9.06e-06,134.21319,0.00223,-0.00223,0.982,0.044,-0.703,1.5436,0.0933,-0.0933,176.0,10.5,-10.5,2.34,0.72,-0.41,1472.0,1111.66,993.91,-454.54,20.2,1.0,6310.0,170.0,-208.0,4.273,0.136,-0.204,1.282,0.391,-0.228,290.48007,38.136688,13.91,1,1
0.944,53.554546,0.00142,-0.00142,160.3983,0.0247,-0.0247,0.62,0.013,-0.496,5.533,0.756,-0.756,128.0,18.5,-18.5,3.1,0.44,-1.04,769.0,82.79,31.45,-48.13,8.9,1.0,6039.0,81.0,-81.0,3.76,0.3,-0.1,2.622,0.377,-0.879,283.37384,43.801361,11.47,1,1
0.994,175.603366,0.00323,-0.00323,202.3721,0.0145,-0.0145,0.952,0.013,-0.665,9.543,0.294,-0.294,507.0,38.2,-38.2,2.87,0.95,-0.32,348.0,3.46,3.4,-1.09,14.7,1.0,6225.0,175.0,-218.0,4.461,0.056,-0.21,1.009,0.335,-0.112,287.75229,42.244781,15.054,1,1
0.0,0.823014905,6.67e-07,-6.67e-07,132.160787,0.00067,-0.00067,1.247,0.359,-0.117,3.5426,0.0418,-0.0418,851.0,7.7,-7.7,22.17,1.65,-0.68,1482.0,1136.75,261.27,-134.32,130.5,1.0,4975.0,79.0,-79.0,4.614,0.012,-0.051,0.724,0.054,-0.022,294.47253,38.67551,14.221,0,0
0.014,11.50528603,8.12e-05,-8.12e-05,135.1016,0.0057,-0.0057,0.461,0.515,-0.254,2.098,0.223,-0.223,260.0,29.3,-29.3,1.83,0.56,-0.22,912.0,163.79,145.33,-53.14,11.4,1.0,6355.0,172.0,-210.0,4.41,0.062,-0.188,1.108,0.335,-0.134,296.11734,47.879829,15.191,0,0
0.0,9.089355023,2.21e-06,-2.21e-06,139.083714,0.000194,-0.000194,0.647,0.003,-0.003,6.4006,0.0122,-0.0122,101000.0,202.0,-202.0,68.91,16.8,-16.8,1511.0,1233.59,922.96,-629.49,756.4,1.0,7675.0,237.0,-290.0,4.051,0.165,-0.165,2.015,0.492,-0.492,297.11826,47.741611,13.015,0,0
0.0,0.687506554,4.2e-06,-4.2e-06,131.85964,0.00499,-0.00499,0.085,0.372,-0.085,1.441,0.164,-0.164,130.0,12.0,-12.0,8.73,1.46,-0.25,4748.0,120304.4,51614.14,-11923.05,14.4,1.0,4643.0,55.0,-55.0,2.595,0.024,-0.033,7.906,1.325,-0.221,297.33377,39.44759,12.467,0,0
0.998,8.0922105,3.32e-05,-3.32e-05,138.04535,0.00342,-0.00342,0.951,0.007,-0.695,5.7696,0.0626,-0.0626,65.3,2.0,-2.0,1.44,0.22,-0.34,1089.0,331.65,146.96,-148.67,37.5,1.0,5774.0,115.0,-92.0,4.106,0.224,-0.096,1.395,0.216,-0.325,296.00711,44.853474,11.731,1,2
0.987,1.638652525,8.75e-06,-8.75e-06,132.29025,0.00512,-0.00512,0.365,0.092,-0.365,1.952,0.117,-0.117,167.0,11.9,-11.9,1.29,0.41,-0.14,1610.0,1585.07,1592.93,-504.68,16.4,1.0,6119.0,211.0,-232.0,4.472,0.056,-0.224,0.981,0.317,-0.106,293.31168,46.04171,15.49,1,2
0.0,35.08976902,2.42e-05,-2.42e-05,153.396702,0.00057,-0.00057,1.264,1.171,-0.16,3.9623,0.0277,-0.0277,5750.0,40.1,-40.1,33.1,8.61,-2.86,501.0,14.95,11.47,-3.91,170.8,1.0,5603.0,152.0,-169.0,4.556,0.031,-0.178,0.846,0.22,-0.073,297.01459,42.789169,14.266,0,0
0.0,0.93370968,1.28e-05,-1.28e-05,131.5714,0.0109,-0.0109,0.848,0.007,-0.598,3.356,0.597,-0.597,62.2,7.2,-7.2,0.38,0.03,-0.03,865.0,131.85,26.13,-25.43,9.2,1.0,3615.0,43.0,-50.0,4.839,0.03,-0.033,0.42,0.029,-0.032,292.1669,47.755638,15.431,0,0
0.0,2.17815196,1.38e-05,-1.38e-05,132.02208,0.00643,-0.00643,0.32,0.139,-0.32,2.445,0.162,-0.162,245.0,16.9,-16.9,1.09,0.17,-0.08,1139.0,395.98,199.0,-94.48,17.9,1.0,5357.0,160.0,-160.0,4.634,0.036,-0.09,0.7,0.109,-0.051,287.96875,46.301659,15.916,0,0
0.638,95.906433,0.00126,-0.00126,226.921,0.0107,-0.0107,0.576,0.009,-0.488,4.08,0.285,-0.285,836.0,80.8,-80.8,2.17,0.07,-0.12,288.0,1.63,0.2,-0.29,11.0,2.0,4620.0,73.0,-82.0,4.564,0.052,-0.014,0.736,0.021,-0.043,290.17502,52.220341,15.504,1,1
0.0,369.069345,0.00593,-0.00593,298.3962,0.011,-0.011,0.929,0.016,-0.66,5.832,0.324,-0.324,946.0,88.6,-88.6,3.07,0.11,-0.19,197.0,0.35,0.05,-0.06,11.7,2.0,4855.0,77.0,-87.0,4.542,0.056,-0.02,0.778,0.029,-0.047,287.73755,38.114559,14.521,1,1
0.0,1.12976597,1.48e-05,-1.48e-05,132.526,0.0118,-0.0118,0.338,0.13,-0.338,3.096,0.343,-0.343,134.0,12.8,-12.8,0.83,0.13,-0.06,1429.0,987.44,505.52,-235.23,14.3,1.0,5366.0,160.0,-160.0,4.625,0.032,-0.097,0.715,0.114,-0.052,294.30652,39.765282,15.625,0,0
0.941,14.4540329,0.000178,-0.000178,135.4521,0.0119,-0.0119,0.522,0.021,-0.45,7.183,0.434,-0.434,79.7,5.6,-5.6,0.72,0.13,-0.09,676.0,49.51,26.95,-15.51,17.2,1.0,5559.0,165.0,-148.0,4.496,0.12,-0.12,0.79,0.136,-0.099,294.95102,43.012428,13.572,1,2
0.0,17.51201477,3.22e-06,-3.22e-06,174.282592,0.000143,-0.000143,0.994,0.243,-0.007,1.8248,0.00727,-0.00727,4510.0,13.9,-13.9,13.66,4.26,-2.3,804.0,98.77,93.77,-40.37,322.3,1.0,6224.0,197.0,-241.0,4.33,0.144,-0.192,1.132,0.353,-0.19,287.61633,39.127239,12.336,0,0
0.855,69.8347983,0.000306,-0.000306,168.78436,0.00372,-0.00372,0.672,0.233,-0.417,8.262,0.108,-0.108,267.0,6.6,-6.6,3.51,0.92,-0.76,765.0,80.97,63.22,-38.95,46.8,1.0,7732.0,214.0,-322.0,4.075,0.135,-0.165,2.022,0.533,-0.436,293.54889,42.888859,12.02,1,1
0.0,4.80912667,1.63e-05,-1.63e-05,134.07939,0.00279,-0.00279,0.471,0.003,-0.005,7.9331,0.0124,-0.0124,134000.0,168.0,-168.0,44.3,14.5,-5.17,1270.0,615.74,593.32,-204.35,1033.2,1.0,6462.0,179.0,-246.0,4.371,0.07,-0.21,1.166,0.381,-0.136,293.2088,46.173061,14.038,0,0
0.0,0.662457501,2.51e-06,-2.51e-06,131.90556,0.00328,-0.00328,1.024,0.072,-0.781,1.527,0.134,-0.134,64.1,6.2,-6.2,8.3,1.58,-2.7,3295.0,27795.08,16045.17,-16478.14,13.5,2.0,6425.0,176.0,-176.0,3.862,0.3,-0.1,2.16,0.41,-0.703,296.2478,44.07679,12.721,0,0
